corId,corpus
793,"Beginning next April, financial benefits will be available exclusively to those customers who signed the necessary contract."
794,Hyssop Chemists is seeking experienced pharmacists for the eight new locations they have opened this year.
795,"Although the concert finished late, the audience still waited for me."
796,"If you wish to make the trip to Auckland with the other department heads, please let Ms. Berlin know immediately."
797,"Maurice Robertson, once an executive at a small company, became the CEO of Bradshaw Industries four months ago."
798,"While we still take telephone calls, other forms of correspondence are encouraged to avoid tying up telephone lines unnecessarily."
799,Finding qualified students for this job may be extremely difficult.
800,Ms. Julie Kennedy and her innovative marketing team have gained renown for creating promotional products for struggling companies.
801,New customer service personnel are trained to respond to inquiries within a reasonable amount of time.
802,"For the researcher, a properly maintained notebook can be a source of useful information for many years."
803,Alvinson Clothiers' branch in Milan has been open since last August and is quickly becoming our busiest location.
804,There will be a panel consisting of pharmaceutical company spokesperson and consumer advocates to debate current health concerns.
805,Please omit incidental details when you are reported the findings revealed at the symposium.
806,"By working with the research department some of the time, the marketing team comes up with fresh ideas for the company's new ads."
807,TEST 3  The new zoning laws should greatly improve the traffic congestion problem developing in the suburbs.
808,Mr. Ferguson had to inform the secretary that he wouldn't be able to return to work before January 22.
809,"Because of the fire in the building, there were an estimated 50 injured people taken to the neighboring hospital."
810,"If you sell your house before the end of this month, your taxes will be reduced by almost 30 percent regarding the sale of your home."
811,"The movie producer was considering doing another film, even though the last one was a disaster."
812,"When interviewed, Beverley Kirkpatrick explained that an inquisitive nature as a child made her interested in studying journalism."
813,Sea Sapphire Cruises is pleased to announce the launch of their newest luxury ocean liner.
814,The president of our company believes that we should take advantage of the increasing preference for products made of recycled materials.
815,"Even with our detailed website, many customers prefer to visit our store locations and see the products for themselves ."
816,The Grand Tuscan Theater is currently offering a discount on season tickets.
817,Sales representatives are encouraged to familiarize themselves with the location of various merchandise in the department store.
818,Students are required to provide identification before entering the stacks of Macintyre University's library.
819,Newer branches can be opened worldwide as soon as we can properly translate our marketing goals.
820,"The director of the new environmental safety committee, Mr. Tim Chamberlain, has studied both economics and ecological science at North State University."
821,The document to be copied has already been taken to the office by Ms. McCluskey.
822,"The secretary, Ms. Lucy Tran, has been working since 7 a.m. at responding to e-mails."
823,"The Blackwell KV, part of our newest series of headphones, is the most advanced model of its kind."
824,Birch Mills Community Weekly is a local newsletter published once a week at the town's main community center.
825,"The manager, Mr. Farthing, and his assistant, Mr. Donahue, conducted an impressive inventory check this weekend."
826,The South Greensburg Mining Company and Duchamps Inc. settled their dispute at the provincial court of appeals.
827,Ghent Maritime Cruises' policy of changing plans without notifying passengers of the ensuing delays has cost them many clients.
828,Its expansion into Brazil has given Darrow Textiles Ltd. an advantage over much of its competition.
829,Our company's accounting team reported numerous cases of incorrect tax information being given to employees.
830,"Even though the new Blanco brand of paints met all government standards for safety, it is still toxic if ingested."
831,Indigo Electronics' research team recommended developing notebook computers to compete in the national market.
832,It became apparent that Ms. Henderson was considering resigning from her position when she began getting sick from workrelated stress.
833,The price of organic foods is expected to rise dramatically over the next several years because of an increase in demand.
834,Results from last week's Lakeside City Gazette survey indicate a change in attitudes towards urban gun control laws.
835,"In the near future, Trethway ~ineries will consider expanding its share of the ice wine market."
836,"In reservoirs throughout the countryside, increasing levels of acid rain have been detected."
837,"If you did not receive authorization for your order, please contact us at the customer service department."
838,"With the hurricane season over, we can once more expect to see tourists more regularly ."
839,"According to his contract, Mr. Jerry Campbell will be working in our software development department for the next two years."
840,Most customers love the product but feel dissatisfied with the price.
841,The purpose of the Frobisher Township Exhibition is an appeal for funding as part of its commitment to preserve historic landmarks.
842,Hillsboro Farms Ltd. reported its first decline in profits since starting operations ten years ago.
843,"Despite having received additional capital for her business, Ms. Rita Klein still had trouble meeting overhead costs."
844,Our publishing firms use Stanley & Zimmer Co. as our main source of raw supplies.
845,Fruit Mart's advertising initiative has been the most persuasive marketing project in our neighborhood.
846,It has been deemed mandatory that all customers sign a waiver.
847,TEST 4  Ms. Woolner is hoping to change her daily routine to be more conductive to a healthy lifestyle.
848,"She has very high expectations for her new job, although she has only been there for a week."
849,Construction of the new supermarket is expected to last until early September.
850,Regulations have been enacted to ensure that labels on all medications are easily understandable .
851,"Although Mr. Celloni had misplaced Ms. Atwood's files, he still managed to win her court case."
852,"Because of the recent blizzard, students are permitted to submit their essays in the next class."
853,Clients wishing to cancel their appointment must do so within 48 hours to avoid a penalty fee.
854,The outstanding evaluation from customers helped to ensure that Ms. Gilmore would stay with the company.
855,The research team in Atlanta has alerted the head office that their reports will be finished shortly .
856,"Throughout the past two quarters, development of the new product lines has been running ahead of schedule."
857,Mr. Larry Davis is considered the most responsible for the recent tax evasion scandal at Ross & Higgins Inc.
858,"West Venture Trust, formerly known as the Western Mining Company, has expanded its business into finance and rural real estate."
859,"Today, our company headquarters are located near the Transcontinental Bank headquarters, at the corner of Cavalry Avenue and Queen Caroline Boulevard."
860,Empty boxes should be placed in the stockroom for removal .
861,Furniture from our supply centers can only be ordered either directly over the phone or online.
862,"Since the Pembroke Opera House has limited parking facilities, audience members are encouraged to use the nearby rapid transit system."
863,Please hand your completed application to Ms. Kim at the Human Resources Department and we shall contact you as soon as possible.
864,Mr. Wilt Flaherty from the Stemcor Company finally announced some good news to shareholders at the last meeting.
865,The monthly meeting is expected to end before 2:00 p.m.
866,The reliability of our factory equipment is vital for the high quality of our manufactured goods.
867,Ms. Chambers intends to finish processing all the accounts by tonight.
868,There are some updated job ads in the company newsletter in case any employee might know someone who can fill those positions.
869,Construction of the new bank branch was completed on time in spite of the unseasonably wet weather.
870,Intended vacation times require a notification period of at least two weeks in advance .
871,The government sends teams of inspectors to check the quality of the tap water in both urban and rural counties.
872,Profits fell by 20 percent due to the closure of one of the company's main branches.
873,"Unauthorized entry into the building is not permitted, except to guests who have obtained a special security pass."
874,"Ms. Tomoe has already been to Helix Labs once , but this will be her first time seeing their testing facilities."
875,Mr. Ben Shipley will be promoted next month for effectively managing production at our facility in Kansas City.
876,"At next November's Fort Chester Telecommunications Exposition, Ms. Wendy Wallace will demonstrate the capabilities of the new T notebook computer by Treble Irie."
877,A password provided to you by the registrar's office will enable you to access some important student information.
878,"The city's transit commission held a meeting last Friday on providing more frequent service to recreational places, such as the zoo, during the summer."
879,The Law Firm of Bauer and Associates will be increasing its current staff by four attorneys and seven law clerks.
880,A delegation of officers from some American corporations will be attending the Future Tech Expo in Japan.
881,Van Dusen Enterprises is a leader in exploring agricultural innovations that are environmentally friendly and economically beneficial.
882,"To be in compliance with labor standards, Hampton Pharmacies' offices will have to become wheelchair accessible."
883,This meeting may take longer than expected if we are going to reach an agreement.
884,"Signs must be posted in the elevators that their maximum capacity may not exceed 1, pounds, or  kilograms."
885,"If your washing machine malfunctions, you may replace it with another or get a full refund."
886,"Though not a mandatory form of ID, a valid driver's license is a readily accepted form of identification."
887,TEST 5  The website of Harvie Publishing Ltd. has detailed instructions that can help potential authors locate agents for their manuscripts.
888,It is a common misconception that running anti-virus software programs and keeping them up to date is enough to protect you from viruses.
889,"Due to a recent incident with one of the newly installed elevators malfunctioning, repairmen have been hired to check all of them."
890,Epsilon Mining Corp. plans to purchase stock from the companies they supply with raw materials.
891,Employees should be aware that staff in the Human Resources Department will be unavailable every weekend this month.
892,The Research and Development Department has come to the conclusion that customers purchase kitchen appliances more attentively compared to twenty years ago.
893,The falling price of Chinese-made electronics last year has caused a number of companies to plan innovations to their products.
894,The shipments of air conditioning units are scheduled to arrive at all four of the Lahore Trading Company's supply centers.
895,We can create a visual identity for your company that is memorable and instantly recognizable to your target market.
896,"With the upgrading of the company website to a simpler format, potential stockholders can find the information they seek more easily ."
897,"When completing international orders online, customers must remember the added shipping and handling charges in the total."
898,"Because of her finished work ethic, Mrs. Moon, head of the marketing team, was awarded the Frank Watkins Award in May ."
899,Customers who purchase their orders from the website of Westminster Books receive an automatic discount of at least 10%.
900,Consider volunteering at a nonprofit agency to gain new skills and experience that can help ease your transition into a new job.
901,"Once the cause of the flooding on the ground level has been found , the warehouse can resume operations."
902,"The new CEO, Patrick Sinclair, has requested your presence at the annual company banquet at the end of this month."
903,"After carefully interviewing more than fifty candidates for the position of manager of the Biotechnology Department, the committee chose Dr. Alan Liu."
904,None of the serious ideas submitted at the end of each month is ignored .
905,The cheapest mode of transportation from the airport is the shuttle bus that ferries passengers to the nearest subway station from the airport.
906,Pierce and Hewitt Telecommunication has developed a computer program that monitors the risks posed by downloaded material.
907,The newest prototype is expected to give the engineers at Nova Enterprises a marked advantage over their competition.
908,Customers of Kent's Hardware have the choice of contacting store locations by phone or through the Internet.
909,Asperlode Power Corp. has agreed to prolong its long-term agreements with one of its suppliers of raw materials.
910,Transportation costs amidst rising oil prices and environmental issues are among the toughest challenges for Partridge Farms and Maple Orchard Mills.
911,Patterson Financial Firm's recent acceptance of the International World Development Award is a well deserved honor for this association.
912,This year's average customer satisfaction level was below last year's level.
913,"A company picnic is planned for September, when most staff will be back from vacations, although no date has yet been selected."
914,The airline has recently cautioned passengers about leaving personal items unattended.
915,Employees wishing to receive more information about the newest stock options are advised to make inquiries at the human resources office.
916,The deal between Salten Industries and Epitwee Ventures Limited will not be official until signed by both parties next week.
917,AmberCreek is the brand name associated with the most affordable and efficient agricultural machinery in the province.
918,"For the first time in fourteen years at this company, the responsibilities of the head accountant have clearly changed."
919,Manufacturing personnel are directed to read the new instruction manuals before consulting with the Engineering Department.
920,A team of ten janitors has been hired for the maintenance of the newest terminal at the airport.
921,The Prime Minister's decision to delay the upcoming election for a month will cause significant controversy among lawmakers.
922,Entry-level employees have a tendency to switch positions several times early in their careers in the hopes of finding a job that suits them.
923,Many corporate farms are increasingly reliant on subsidies from the government thanks to fluctuating food prices.
924,The new management will ask that you please make sure you are aware of the new safety guidelines in the laboratories.
925,"After the surveys were collected, the Research Department organized them and forwarded the results to the chemistry team on the 3rd floor."
926,Hitchens Financial Advisors has been hiring accountants of the highest ability.
927,TEST 6  On weekends the Italian restaurant is often busy all hours of the day and night.
928,"Forelli Media Inc. is an internationally recognized - marketing firm noted for its success throughout Europe, East Asia, and the Americas."
929,"More than  state-owned companies still remain available for privatization, according to the Privatization Agency."
930,The Wallace Goldberg Committee of Environmental Awareness unanimously selected the technical team of Walpole Enterprises for their annual award.
931,Patients may hang their coats in the closet near the vending machine in the waiting room.
932,"It may take approximately 4 days for international orders to arrive at their destination, depending on the location."
933,Salary increases are verified after an evaluation performed every six months after starting employment.
934,Bancroft Weekly will announce the winning entry of the September Shakespeare Festival.
935,New owners of Century Regal's condominiums are advised to become more familiar with the amenities and services available to residents.
936,Cairne Fitness Centers has decided to open a large facility in Manhattan even though its financial situation is unstable because of shifting property values.
937,Most banks are reluctant to loan money to small businesses and that is the big reason for the recession in this country.
938,"Bullet Hole Press specializes in the publication of horror, mystery, and psychological thrillers, so no other genres will be published ."
939,Customers should know that ordering one of the new JP- laptops online before December 1st will guarantee that it will arrive prior to the start of the Christmas shopping season.
940,Purchasing tickets for Rocky Multiplexes has become easier than ever thanks to changes made to the theater's website.
941,Several seats in the auditorium may be easily and quickly removed tor the accommodation of wheelchairs.
942,The total income of many smaller clothing retail franchises reaches over $20 million annually.
943,The variety of foods at Ricotta Supermarkets makes it a popular choice among consumers who enjoy preparing international cuisine.
944,"As part of our latest marketing strategy, this coupon allows customers to save more money on purchases made within a certain time period."
945,Changes in automotive technology are making hybrid cars increasingly affordable to more consumers.
946,"Your e-mail, while in transit, is potentially visible to anyone outside your enterprise who might have access to your server."
947,"Since the supply is limited , all customers are encouraged to make orders as soon as possible."
948,"By the end of next week, all employees must complete an evaluation form."
949,The Chamber of Commerce will address concerns about declining investment in the township's newly-constructed industries.
950,A few vehicles were severely damaged by the recent hailstorm and will have to be replaced immediately.
951,"Karen Solden will replace Harold Walker, who is being promoted to a higher position in the company."
952,The applicants for the research team are asked to wait in room  for their interviews.
953,Contractors will be renovating the office building so that the stockroom will be on the first floor.
954,Registering and shelving new books and other media is now a lengthy process since we are down to seven librarians.
955,"The new, energy-efficient air conditioners have not been installed yet, so employees are permitted to bring in oscillating fans from home in the meantime."
956,Marco Polo Airlines can upgrade a ticket only if it is more than 48 hours prior to departure time.
957,Seaton Landscaping makes sure that customers receive outstanding service for a good price and within a reasonable amount of time.
958,"13?. A new survey by the Allentown Gazette revealed a strong preference for small, local coffee shops instead of large franchises."
959,"Whenever you look to make a deal with anybody, always establish the decisionmaking hierarchy ahead of time."
960,Information on clients of Van Houten Exchange Bank remains confidential unless written permission is provided by the individual.
961,"Nearly 1, waste tires were diverted from landfill disposal and recycled into rubber to resurface the school track."
962,The advertising budgets of smaller businesses often leave them without enough exposure in local media.
963,"After making your final decision, please inform the secretary, Mrs. Chester."
964,Only those applicants who have graduated after four years at an accredited university will be considered for the position.
965,"The business weekly magazine suggested that to avoid shipping problems in the upcoming holiday season, businesses should encourage customers to shop early."
966,"Because of operating costs , Fayette Industries seeks to operate its manufacturing plants in only certain parts of the country."
967,"The price competition between the two companies was intense, but customers benefited from the low-priced products."
968,"Once you purchase a carton of milk, you are supposed to store it at a low temperature."
969,"After several board member meetings, the chief executive announced that the company is going to merge with its partner company, KOS Inc."
970,"Although the company's board members decided on a new promotional product, the CEO chose a different one because he thought it would not appeal to the public."
971,"Because the price of oil has gone up recently , the demand for hybrid cars has been increasing as well."
972,"Despite the fact that the company has held its annual ceremonies at Shaneil Hall in the past, the new general manager decided to hold the ceremony at a different place this year."
973,Our regular customers are what have been sustaining our sales even though the number of customers has decreased ever since the recession.
974,"As an anthropologist, Micky has to travel extensively in order to explore different cultures and traditions around the world."
975,"When John had to decide whether to apply for a new job or keep his old one, he kept his old job because there were not that many job opportunities available."
976,"When Kimmy realized that her agent charged her more than what he was supposed to, she hired a lawyer to sue him."
977,"As a response to my proposal, Mike simply threw away the notes I brought to him, indicating that he is not satisfied with my ideas."
978,The entire company had to be inspected because the CEO was sued for inappropriate usage of the company's funds.
979,Experienced workers always have a better chance at getting a job and also a higher salary.
980,Jane always wondered if she would have been more successful if she had completed graduate school.
981,"Pointing at the book in front of him, Peter said, "" This is the book that inspired me to study science."""
982,"From the time I lost my job, I've been constantly looking at the career section of the newspaper, but haven't been able to find anything."
983,"Although the note said ""Please handle with caution ,""most of the workers were handling it as if it was some kind of toy."
984,Workers who have not yet paid the entrance fee to the summer conference are required to do so by the end of the day.
985,"All the interns are required to wear special aprons, gloves and goggles prior to entering the laboratory."
986,"Since the climate control system has finally been repaired, the Ice Age section of the museum will be reopening shortly ."
987,Jack's boss dislikes the way he works because he works without putting any effort into it.
988,Mr. Jones started his own business last January and it is already turning a healthy profit.
989,"The stores in this area are generally closed after 6 p.m., but they were open until 9 p.m. tonight because of the upcoming long weekend."
990,Diesel engine cars are preferred in Asian countries due to their high torque and high oil efficiency.
991,"Confused by the two very close locations of the companies, John had trouble finding the place, which resulted in him being late on his first day at work."
992,"As long as Parker keeps up his good work, his boss is planning on promoting him next month."
993,"Because the demand for electricity has increased, the government is looking for an alternative way to produce more power."
994,"Although there are many respected role models among the executives at the company, employees tend to only pay attention to the few bad examples."
995,"Considering the size of the company in the preceding year, BHW corporation has made tremendous progress."
996,The company registered the copyright for its new product so that no other companies could create a similar product.
997,The congestion of blood vessels that often results in serious health issues can be genetically passed on to the next generation.
998,"At the fall conference, retiring employees were recognized for having made a huge contribution to the company for more than 30 years."
999,"During his visit to the company factories, Mr. Van Wyk also briefly visited with local town leaders in order to gain their trust."
1000,"Although the company sent a formal letter indicating that the leaking building should be fixed as soon as possible, the building owner didn't even respond to it."
1001,"Chandler offered a great deal to his partner company, but it was rejected because they had already signed a contract with another company."
1002,"According to NFA rules, football players must be outfitted with proper equipment, including shoulder pads and a helmet."
1003,A representative from BHY explained that the recent recall of its tires would not adversely affect sales.
1004,The new members of the board should familiarize themselves with the company's employees so that they can provide a more friendly work environment.
1005,The industrial engineers realized that the procedure that the factory was currently going through was wasteful and needed some changes.
1006,"By the time the company launched its new products, it was already too late to make a significant impact on the market."
1007,"Since she's running late for her meeting downtown, Ms. Joyce will have to catch a taxi."
1008,"As all our locations are individually owned and operated, prices will vary from location to location."
1009,Dr. Teitelbaum asked his assistant to type the report for tomorrow morning's meeting.
1010,"Between April 2nd and April 11th, the Merewether Library will be closed for renovations."
1011,Over $5 million was paid for the construction of this office building.
1012,Anne Farnsworth always tries to interview potential employees as thoroughly as possible.
1013,"Once Mr. Mirren successfully completes his studies and necessary training, he may come and work for our corporation."
1014,All work after 9 p.m. is considered overtime according to your contract.
1015,"Under the direction of Dr. Veracini, Cascadia Chamicals Inc. has patented several formulas and signed some lucrative contracts with other companies."
1016,"While Mr. Christopher Bloom is in New York to meet with an important client, he may attend a few financial investment seminars."
1017,Borrowing library materials without the necessary identification is not allowed.
1018,Standard procedures when performing certain experiments in the laboratory have changed over the past twenty years.
1019,"Graduates from the Melrose College of Technology often make valuable contributions in several fields, including engineering, computer sciences, and astronomy."
1020,Large packages will be delivered to the stockroom in the northwest corner of the building.
1021,The two competing software programs were determined to be equally effective in making filing taxes from home an easy task.
1022,"Mr. Keating, the CEO, has expressed concern about rising fuel prices on our ability to efficiently transport raw materials."
1023,The expected delivery date was moved ahead by one week because of a minor computer error.
1024,Ms. Jane Millard will be the guest lecturer at a series of seminars on ethical journalism.
1025,Public health and obesity experts are getting increasingly worried about the number of studies being funded by food and beverage companies.
1026,Customers who want a refund must return with the merchandise and the receipt within 30 days of purchase.
1027,The research team implemented several policies on how sensitive issues should be tackled.
1028,Ms. Yamaha was responsible for the successful funding campaign at the new business college.
1029,"Poplar Mills Inc. has been purchasing more arable land, hoping to increase not only production but also its competitiveness in the nation's grocery stores."
1030,"When passengers board the plane, flight attendants are expected to politely greet them."
1031,Our new website allows us to keep track of all orders.
1032,The initial shipment of desktop computers should arrive on March 23rd.
1033,"When handling large funds, bank employees are required to check the statements carefully to make sure that everything is correct."
1034,"If you make an error on the application form, it is advised that you discard it and obtain a new copy at the front desk."
1035,On the municipality's website one can read reviews of some of the city's finest restaurants.
1036,Dr. Renault reassured the company's president that the research department will definitely reach this year's goals with the allotted funding.
1037,"To increase your chances of obtaining your accommodation in a hotel of your choice, kindly return the form as soon as possible."
1038,"After arriving at the office at 8 a.m., Ms. McAllister begins her day by preparing the necessary client files for that day."
1039,The Phalanx Bus Co. reminds passengers to kindly refrain from propping their feet against the seat in front of them.
1040,Her outstanding work with the branch in San Francisco has earned Ms. Sosa a welldeserved promotion.
1041,Mr.Kim's acceptance of this award is all the more remarkable when we realize that he has not worked in the field of digital multimedia's technology.
1042,"The Peterson-Jaffe wedding day is securely approaching, but the caterers haven't started working on it yet."
1043,Doctors at Stephen Mallory Memorial Hospital claim that cases of food poisoning caused by improper storage are becoming more frequent .
1044,We will process your deposit after proper notification from the other bank.
1045,Bruce and Kate French have decided to quit their old jobs at Citadel Financial and start a financial consulting business of their own .
1046,SAV Inc. will be discontinuing production of one of their trademark products.
1047,"When you need supplies, file a request with the office manager."
1048,The bell captain suggested that more porters be hired.
1049,The last train to Hamburg departs at 10:30.
1050,The vice-president will be seated by the chairman at the banquet.
1051,The manager got his staff to work last weekend.
1052,The newspaper expects circulation to increase next year.
1053,The head of operations is going to the management convention.
1054,Reductions in the budget require us to limit our costs for international travel.
1055,The ticketholders may be confused about the change in date.
1056,Ms. Mosley is the most creative member of our advertising team.
1057,Mr. Cruz needs someone to assist him with the conference display.
1058,The stapler is on the desk.
1059,Each passenger's name is listed with his or her cabin number.
1060,"If the delivery is late, we will pay the shipping charges."
1061,The bus will leave promptly at 8:30.
1062,The ship's captain requests that all passengers review emergency procedures.
1063,Ms. Friel knew about her promotion before it was announced.
1064,All travel arrangements must be completed by December 5.
1065,The airport was busier than Mr. Debionne had expected.
1066,A firm will not prosper if its employees are unhappy.
1067,"At midnight, the second shift of security guards comes on duty."
1068,Ms. Najar wants to finalize the costs by tonight.
1069,Ms. Yu has suggested hiring more reservation clerks.
1070,A customer service representative is always available at our catalogue number.
1071,Can you meet with us at 11:00?
1072,The manager suggested organizing a research team.
1073,The receptionist takes a message if you do not answer your phone.
1074,A list of compatible software is included with your new computer.
1075,The price of all cruises includes airfare and all transfers.
1076,"Because we were late, we could not enter the conference hall."
1077,Hotel employees are required to knock before entering the rooms.
1078,Visitors are reminded to wear name tags at all times.
1079,Mr. Nolde called to cancel his appointment
1080,A manager can sometimes learn new things from his or her staff.
1081,The budget analysis is due on Friday.
1082,"Please use the, enclosed envelope for your reply."
1083,We cannot ship the order now because our inventory is low.
1084,The technicians in the research division are keeping the process confidential.
1085,Our service technicians receive the best training available.
1086,Your room has been reserved for two nights.
1087,The seminar was canceled because the invitations were not printed in time.
1088,This product has always been considered our most popular item.
1089,Budget meetings are held every'week in the conference room.
1090,An administrative assistant keeps an office running smoothly
1091,A record of complaints is kept in the purser's office.
1092,The person who lost a briefcase may claim it in the lobby.
1093,Salespeople who attract new clients receive a bonus.
1094,Many customers have requested that they receive notice of our sales.
1095,The status report and the financial projections were both late.
1096,The message is on Mr. Moriwaki's answering machine.
1097,Many subscribers have requested that we mail the journals to their offices.
1098,"Because none of us were familiar with the city, Mr. Gutman drove us to the meeting."
1099,The auditor discovered that the accountant had not been depositing the checks into the correct account.
1100,The trainers for the seminar had the crew move their equipment to the conference center.
1101,Mr. Cain will return your call as soon as he arrives.
1102,The travel agent persuaded us to take an evening flight.
1103,The train from Madrid arrives at noon.
1104,The clerk borrowed the computer manual from the secretary.
1105,"If there were some restaurants near the hotel, the tourist would not have to take taxis."
1106,Pens and stationery are kept in the top drawer.
1107,The new insurance plan is especially popular with employees who have families.
1108,You should check your messages twice a day
1109,The operator would call Mr. Smith if she knew where to reach him.
1110,The company is including spouses of employees in the invitation to the banquet.
1111,We cannot process the order until we get a copy of the purchase order.
1112,The package should arrive on Tuesday.
1113,The company has quit advertising in that magazine.
1114,Hiring temporary workers can be very economical
1115,Mr. Ho's assistant answered his mail while he was away.
1116,The bookcase is beside the door.
1117,"Because it was Mr. Guiton's birthday, his staff took him to lunch."
1118,Ms. Franklin directed a very successful project.
1119,The airport taxes are included in the ticket price.
1120,New paint and pictures will make the office look better.
1121,The president had her travel agent make the reservations.
1122,Please leave your luggage beside the bus for loading.
1123,The cruise handbook explains all ship policies.
1124,The fax was not received because the fax number was wrong.
1125,A good waiter is never too busy to explain the menu.
1126,Participants who fly to the convention can get a group rate.
1127,Inter Coast Airlines' flight to Seoul has been delayed.
1128,The finance committee will meet again on the eighth of May.
1129,The construction of the new building will start next month.
1130,The itinerary is filed with the cruise list.
1131,Please call me any time if I can help you.
1132,The laundry bag is inside the cabinet.
1133,The corporate office is located in the Jamieson Building.
1134,The conference that was scheduled for next week has been postponed.
1135,The purser got his assistant to conduct the passenger orientation.
1136,Please use the parking spaces designated for visitors.
1137,Mr. Hatori was very excited when he got a promotion.
1138,"Before she left the ship, the purser signed out."
1139,Ask the accounts receivable clerk to send the invoice.
1140,"If the product were not safe, we would not sell it."
1141,The meeting will be held on Thursday.
1142,Our company stands for quality and design.
1143,This list of contributors is more current than that one.
1144,The ship's restaurant is located on the sun deck.
1145,The secretary was composing a letter when the computer crashed.
1146,The intern had never used a fax machine before.
1147,The conference's keynote speaker addressed Various impacts of digital technology on the current music industry.
1148,The Initial outlay of assets for the construction of the new streetcar lanes has been cited by newspapers as the main cause of the project's sdismissal.
1149,Customers who purchase more than  dollars worth of items can request an HDTV cable box at no Additional charge.
1150,"The unions requested that they be offered Substantial pay increase equaling about 40, dollars a year."
1151,One of the most worrying consequences of worldwide climate change is the steady rise of sea levels.
1152,People unanimously agreed that John would have performed a great deal better under more favorable circumstances.
1153,The office manager is Responsible for supporting staff members and ensuring that their work is done efficiently.
1154,"Considering her ability, dedication, and expertise, I am Confident that Ms. Yoko will be the most suitable person for the position of marketing manager."
1155,The information you provide on this questionnaire is strictly Confidential and will not be shared with any other vendors.
1156,A minor electrical malfunction was discovered by the pilot shortly before the plane took off.
1157,We will make the final decision about changing the landscaping of the property after reviewing the estimated costs.
1158,MyHealth Co. has produced a wide range of vitamin supplements for over two decades.
1159,"Following Ms. Rivera's brief statement, the official awards ceremony for Plex Industries will commence."
1160,The Master Gardeners Club had to postponed its monthly meeting because the community center's conference room was double-booked.
1161,The short story cannot be reprinted without explicit permission from the writer.
1162,"Because of rising fuel costs, some people are choosing to stay home for the summer vacation rather than drive to tourist sites."
1163,"Two items in Ms. Burke's order were out of stock, so her invoice was adjusted accordingly"
1164,Artists wanting to participate in the contest should submit their work by the deadline of June 30.
1165,The company plans on reimbursing the salespeople for the expenses they incurred while attending the conference.
1166,The monthly staff dinners give employees from different departments the chance to interact with each other on a personal level.
1167,Eco Unite is a non-profit organization dedicated to educating the public about the environmental issues.
1168,"Even though Ms. Garcia had a small account at the financial institution, the employee treated her as if she were a major investor."
1169,The witness saw only a solitary figure standing near the lamppost shortly before the crime was committed.
1170,"Upon auditing the financial records of Rockford Consulting, the accountant will submit an official report."
1171,All of the trees on the property were damaged in the storm except the one near the rear entrance.
1172,Mr. Hotei had to undergo several medical tests before receiving his diagnosis from the physician.
1173,The library has requested funding for automatic doors for the convenience of patrons.
1174,An additional route was added to the rail line to reduce travel times in the southern region
1175,"During the holiday season, Schwartz Department Store will carry special make-up gift sets."
1176,The air conditioner can precisely monitor the humidity level in a room.
1177,Banks nationwide have been raising interest rates on housing loans incrementally over the last five years.
1178,"Staff functions for workers in the city council department are usually held in the office lounge, but special events are occasionally hosted in restaurants or hotels."
1179,Customer service representatives at NQ Corp typically respond to client inquires within three days.
1180,"Although Mola's skin cream is only marginally more effective than competing brands, many customers prefer it."
1181,"The gift shop on Baker Street is popular with customers because it is conveniently located, and its products are relatively inexpensive."
1182,Cell phone users who frequently send text messages should take advantage of the new plan being offered by the wireless carrier.
1183,"Because Ms. Ruiz's artwork is made entirely from reused materials, she has won awards from environmental organizations."
1184,"Employees should be back in the conference room by 10:00 am, as the meeting will resume promptly once the manager has arrived."
1185,"The company has recently hired some new staff, so a gathering to introduce them will be held at the cafeteria."
1186,Ms. Roberts is skilled at training incoming staff because she has been working in the human resources division for more than a decade.
1187,"When the entrepreneur checked the requirements listed on the Web site, he learned that he was eligible for a loan."
1188,The equipment the laboratory ordered from Japan is compatible with the machines it currently uses.
1189,"Though the official announcement has not been made yet, the tickets are likely to go on sale about the musical performance."
1190,"According to Cubicle Suppllly's Web site, shoppers who make a purchase of $ or more are exempt from all shipping and handling charges."
1191,Ms. Stein accepted the job offer as the company is willing to let her work from home when needed.
1192,The proposed change to the regulation regarding carbon emissions from factories is subject to review by the Ministry of the Environment.
1193,"The library is not responsible for your personal possessions, so please do not leave your belongings unattended."
1194,The directors of Coleman Legal Services are concerned about the recent loss of several prominent clients to a competing law firm.
1195,"The Blue Ribbon Corporation is dedicated to providing consistent, timely, and quality service to customers."
1196,Mr. Sim needs a more reliable vehicle for commuting from his suburban home to his office downtown.
1197,"Before Mr Williams addressed the audience, he showed a brief video about the engine he had designed."
1198,The company started to recognize the increasing importance of using resources responsibly.
1199,Aurora Furnishings is finding it difficult to make a point in its increasingly competitive market.
1200,The conference was attended by more than once hundred management executives last week.
1201,I listened carefully to my opponent's arguments before presenting my own.
1202,We can't afford to make the types of mistakes that we have been making.
1203,I am genuinely looking forward to meeting our new CEO.
1204,I need to get the proposal back which I sent you last week.
1205,My boss is intimidated by the general manager.
1206,"due to our decreased revenue, we have been forced to reduce expenses."
1207,I want you to be home before the clock strikes ten.
1208,"No matter what happens, I'll have my report on your desk by Friday morning."
1209,"Employees were allowed to invite three guests to the company picnic, such as their spouse or other family members."
1210,It looks like you could use some help preparing for the conference.
1211,The first thing most employers look for in an employee is a good attitude
1212,"Contrary to common belief, Africa is well endowed with abundant natural resources, from it's natural biological resources to its vast mineral riches."
